Возраст,Пол,Состоит в браке,Иждивенцы,Доход,Опыт работы,Срок проживания,Недвижимость,Месячный платеж,target
0.0,1.0,1.0,0.25,0.05,0.03225806451612903,0.3673469387755102,0.23333333333333334,0.5957941563037105,1
0.40540540540540543,1.0,1.0,0.5,0.7078947368421052,0.3225806451612903,0.08163265306122448,0.0,0.4299868567384491,0
0.918918918918919,0.0,1.0,0.0,0.7078947368421052,0.5483870967741935,0.6938775510204082,0.37777777777777777,0.3920736022646851,0
0.32432432432432434,1.0,0.0,0.25,0.6289473684210526,0.45161290322580644,0.061224489795918366,0.4444444444444444,0.6372459811950257,0
0.4864864864864865,1.0,0.0,0.5,0.22105263157894736,0.6451612903225806,0.0,0.2777777777777778,0.35749671418461226,1
0.2972972972972973,1.0,0.0,0.25,0.22631578947368422,0.41935483870967744,0.02040816326530612,0.26666666666666666,0.4299868567384491,1
0.40540540540540543,1.0,1.0,0.5,0.8657894736842106,0.5483870967741935,0.5918367346938775,0.0,0.31604488929329694,0
0.05405405405405406,1.0,1.0,0.0,0.24736842105263157,0.12903225806451613,0.12244897959183673,0.0,0.26417955717318775,0
0.21621621621621623,1.0,1.0,0.5,0.3526315789473684,0.12903225806451613,0.08163265306122448,0.2222222222222222,0.10878576483672026,0
0.2702702702702703,1.0,0.0,0.25,0.24210526315789474,0.3870967741935484,0.5306122448979592,0.0,0.626933575978162,1
0.08108108108108109,1.0,0.0,0.5,0.2736842105263158,0.16129032258064516,0.30612244897959184,0.0,0.16065109695682944,0
0.40540540540540543,1.0,0.0,0.0,0.4236842105263158,0.5483870967741935,0.6938775510204082,0.0,0.3056313820645031,0
0.2972972972972973,0.0,0.0,0.5,0.37894736842105264,0.41935483870967744,0.02040816326530612,0.0,0.35749671418461226,0
0.05405405405405406,1.0,1.0,0.25,0.2736842105263158,0.12903225806451613,0.24489795918367346,0.0,0.17611970478212516,0
0.5135135135135135,1.0,1.0,0.5,0.7289473684210527,0.41935483870967744,0.5306122448979592,0.0,0.35749671418461226,0
0.16216216216216217,0.0,0.0,0.5,0.6026315789473684,0.16129032258064516,0.2653061224489796,0.0,0.3920736022646851,0
0.35135135135135137,0.0,0.0,0.75,0.16842105263157894,0.3225806451612903,0.42857142857142855,0.0,0.5543423314123951,1
0.2702702702702703,0.0,0.0,0.0,0.8131578947368421,0.3870967741935484,0.4897959183673469,0.0,0.4611262764129006,0
0.35135135135135137,1.0,0.0,0.0,0.4052631578947368,0.12903225806451613,0.061224489795918366,0.0,0.2227277322818724,0
0.40540540540540543,1.0,1.0,0.0,0.39210526315789473,0.41935483870967744,0.08163265306122448,0.0,0.28146800121322413,0
0.2702702702702703,1.0,0.0,0.25,0.4368421052631579,0.3870967741935484,0.0,0.0,0.3679102214134061,0
0.40540540540540543,1.0,0.0,0.5,0.10263157894736842,0.5483870967741935,0.1836734693877551,0.0,0.26771812759073904,1
0.13513513513513514,0.0,1.0,0.0,0.2736842105263158,0.22580645161290322,0.3877551020408163,0.2777777777777778,0.7824284703265595,1
0.7567567567567568,1.0,1.0,0.0,0.781578947368421,0.7419354838709677,0.30612244897959184,0.0,0.33677080173895463,0
0.16216216216216217,1.0,1.0,0.25,0.07894736842105263,0.06451612903225806,0.10204081632653061,0.2777777777777778,0.2538671519563239,1
0.05405405405405406,1.0,1.0,0.25,0.0,0.12903225806451613,0.20408163265306123,0.3,0.1553937923364675,1
0.7297297297297297,0.0,1.0,0.0,0.23421052631578948,0.8064516129032258,0.04081632653061224,0.35555555555555557,0.4196744515215853,0
0.21621621621621623,0.0,0.0,0.25,0.20789473684210527,0.3225806451612903,0.1836734693877551,0.0,0.49226569608735216,1
0.35135135135135137,0.0,0.0,0.0,0.3,0.4838709677419355,0.673469387755102,0.6333333333333333,0.4196744515215853,0
0.32432432432432434,1.0,1.0,0.25,0.19473684210526315,0.45161290322580644,0.6530612244897959,0.25555555555555554,0.5440299261955313,1
0.02702702702702703,0.0,1.0,0.5,0.3526315789473684,0.0967741935483871,0.10204081632653061,0.7777777777777778,0.6580729956526135,1
0.08108108108108109,1.0,0.0,0.25,0.26052631578947366,0.16129032258064516,0.08163265306122448,0.0,0.19168941461935093,0
0.32432432432432434,1.0,0.0,0.0,0.3,0.06451612903225806,0.3673469387755102,0.0,0.24355474673946012,0
0.43243243243243246,1.0,0.0,0.5,0.3131578947368421,0.5806451612903226,0.3673469387755102,0.0,0.2850065716307755,0
0.4864864864864865,1.0,1.0,0.25,0.12894736842105264,0.5806451612903226,0.02040816326530612,0.43333333333333335,0.6476594884238196,1
0.35135135135135137,1.0,0.0,0.25,0.6552631578947369,0.16129032258064516,0.5102040816326531,0.0,0.2227277322818724,0
0.8378378378378378,1.0,1.0,0.0,0.39210526315789473,0.9354838709677419,1.0,0.1111111111111111,0.3264583965220908,0
0.0,1.0,1.0,0.0,0.20789473684210527,0.03225806451612903,0.40816326530612246,0.32222222222222224,0.2538671519563239,0
0.13513513513513514,1.0,0.0,0.0,0.20789473684210527,0.22580645161290322,0.5102040816326531,0.2777777777777778,0.2850065716307755,0
0.2972972972972973,1.0,1.0,0.25,0.18157894736842106,0.3225806451612903,0.02040816326530612,0.0,0.17096350217369324,0
0.4594594594594595,1.0,1.0,0.5,0.12894736842105264,0.6451612903225806,0.061224489795918366,0.0,0.4611262764129006,1
0.13513513513513514,1.0,0.0,0.0,0.26052631578947366,0.12903225806451613,0.5102040816326531,0.0,0.33677080173895463,0
0.21621621621621623,1.0,1.0,0.25,0.26052631578947366,0.0,0.30612244897959184,0.0,0.16580729956526136,0
0.35135135135135137,0.0,1.0,0.25,0.14210526315789473,0.1935483870967742,0.673469387755102,0.4,0.2694368617935497,1
0.7297297297297297,0.0,1.0,0.25,0.4394736842105263,0.0967741935483871,0.04081632653061224,0.35555555555555557,0.4508138711960368,0
0.4864864864864865,0.0,1.0,0.25,0.1394736842105263,0.5483870967741935,0.42857142857142855,0.0,0.06733393994540492,0
0.4864864864864865,1.0,1.0,0.0,0.19473684210526315,0.5483870967741935,0.0,0.0,0.5440299261955313,1
0.32432432432432434,1.0,0.0,0.0,0.3263157894736842,0.22580645161290322,0.02040816326530612,0.0,0.17096350217369324,0
0.4864864864864865,1.0,0.0,0.25,0.23421052631578948,0.5161290322580645,0.7755102040816326,0.3333333333333333,0.28844404003639673,0
0.35135135135135137,0.0,0.0,0.5,0.2736842105263158,0.45161290322580644,0.10204081632653061,0.23333333333333334,0.5751693458699828,1
0.1891891891891892,0.0,1.0,0.0,0.15526315789473685,0.2903225806451613,0.08163265306122448,0.3,0.20210292184814477,0
0.10810810810810811,1.0,1.0,0.75,0.8526315789473684,0.1935483870967742,0.2653061224489796,0.0,0.44040036396724297,0
0.0,0.0,1.0,0.25,0.12894736842105264,0.03225806451612903,0.3673469387755102,0.4777777777777778,0.38509756344151247,1
0.35135135135135137,1.0,1.0,0.25,0.3526315789473684,0.1935483870967742,0.3673469387755102,0.4222222222222222,0.31604488929329694,0
0.6216216216216216,1.0,1.0,0.5,0.24736842105263157,0.6129032258064516,0.02040816326530612,0.3888888888888889,0.31604488929329694,0
0.32432432432432434,1.0,0.0,0.25,0.03684210526315789,0.45161290322580644,0.6530612244897959,0.0,0.2694368617935497,1
0.4864864864864865,0.0,0.0,0.25,0.21052631578947367,0.6451612903225806,0.061224489795918366,0.0,0.31604488929329694,1
0.05405405405405406,0.0,1.0,0.5,0.1763157894736842,0.3225806451612903,0.12244897959183673,0.0,0.3470832069558184,1
0.6486486486486487,1.0,1.0,0.75,0.22105263157894736,0.5483870967741935,0.46938775510204084,0.0,0.3885350318471338,1
0.21621621621621623,0.0,0.0,0.5,0.2868421052631579,0.0967741935483871,0.3877551020408163,0.0,0.23829744211909817,0
0.0,1.0,1.0,0.0,0.22105263157894736,0.06451612903225806,0.40816326530612246,0.35555555555555557,0.1553937923364675,0
0.35135135135135137,1.0,1.0,0.25,0.08947368421052632,0.5161290322580645,0.673469387755102,0.3,0.20210292184814477,1
0.32432432432432434,0.0,1.0,0.5,0.5105263157894737,0.45161290322580644,0.6122448979591837,0.45555555555555555,0.1778384389849358,0
0.40540540540540543,1.0,1.0,0.0,0.28421052631578947,0.3870967741935484,0.20408163265306123,0.0,0.35749671418461226,0
0.2972972972972973,0.0,1.0,0.25,0.0868421052631579,0.3870967741935484,0.5714285714285714,0.0,0.32291982610453945,1
0.3783783783783784,1.0,1.0,0.75,0.1736842105263158,0.5161290322580645,0.3673469387755102,0.0,0.5337175209786674,1
0.13513513513513514,1.0,0.0,0.25,0.24473684210526317,0.22580645161290322,0.12244897959183673,0.0,0.47143868162976443,1
0.4594594594594595,1.0,1.0,0.25,0.30526315789473685,0.25806451612903225,0.061224489795918366,0.7111111111111111,0.16065109695682944,0
0.4594594594594595,1.0,1.0,0.25,0.45789473684210524,0.06451612903225806,0.0,0.0,0.2694368617935497,0
0.3783783783783784,1.0,0.0,0.25,0.2868421052631579,0.2903225806451613,0.12244897959183673,0.0,0.5440299261955313,1
0.4864864864864865,0.0,0.0,0.5,0.23421052631578948,0.5161290322580645,0.08163265306122448,0.0,0.24355474673946012,1
0.35135135135135137,1.0,1.0,0.5,0.22105263157894736,0.4838709677419355,0.14285714285714285,0.36666666666666664,0.21929026387625114,0
0.40540540540540543,0.0,1.0,0.0,0.22105263157894736,0.5161290322580645,0.08163265306122448,0.0,0.35749671418461226,0
0.1891891891891892,0.0,1.0,0.25,0.5421052631578948,0.2903225806451613,0.20408163265306123,0.0,0.502578101304216,0
0.13513513513513514,1.0,1.0,0.5,0.14210526315789473,0.12903225806451613,0.08163265306122448,0.0,0.3885350318471338,1
0.43243243243243246,1.0,0.0,0.0,0.10789473684210527,0.4838709677419355,0.6938775510204082,0.0,0.3626529167930442,1
0.35135135135135137,1.0,1.0,0.25,0.19473684210526315,0.0967741935483871,0.16326530612244897,0.0,0.2745930644019816,1
0.1891891891891892,0.0,0.0,0.0,0.55,0.2903225806451613,0.12244897959183673,0.0,0.40582347588717016,0
0.05405405405405406,1.0,1.0,0.25,0.22105263157894736,0.12903225806451613,0.4489795918367347,0.0,0.23314123951066626,0
0.0,0.0,0.0,0.0,0.3473684210526316,0.0,0.3877551020408163,0.0,0.29531897684763925,1
0.24324324324324326,0.0,1.0,0.25,0.3394736842105263,0.3225806451612903,0.14285714285714285,0.0,0.4299868567384491,0
0.13513513513513514,1.0,1.0,0.0,0.3526315789473684,0.22580645161290322,0.2857142857142857,0.45555555555555555,0.5543423314123951,0
0.43243243243243246,1.0,0.0,0.0,0.15526315789473685,0.5161290322580645,0.0,0.1111111111111111,0.8963704377717117,1
0.16216216216216217,1.0,0.0,0.25,0.18157894736842106,0.25806451612903225,0.4897959183673469,0.8444444444444444,0.6372459811950257,1
0.21621621621621623,1.0,1.0,0.0,0.26052631578947366,0.25806451612903225,0.061224489795918366,0.0,0.33677080173895463,1
0.08108108108108109,1.0,1.0,0.25,0.14210526315789473,0.16129032258064516,0.14285714285714285,0.3888888888888889,0.3470832069558184,1
0.40540540540540543,1.0,1.0,0.0,0.12894736842105264,0.1935483870967742,0.40816326530612246,0.0,0.2850065716307755,1
0.05405405405405406,1.0,0.0,0.25,0.12894736842105264,0.12903225806451613,0.0,0.0,0.7512890506521079,1
0.32432432432432434,0.0,1.0,0.0,0.15526315789473685,0.22580645161290322,0.40816326530612246,0.6222222222222222,0.3021939136588818,1
0.4864864864864865,0.0,1.0,0.25,0.3394736842105263,0.5161290322580645,0.46938775510204084,0.0,0.20210292184814477,0
0.43243243243243246,1.0,1.0,0.25,0.07368421052631578,0.45161290322580644,0.7346938775510204,0.4,0.6062076635325043,1
0.4864864864864865,0.0,1.0,0.5,0.20789473684210527,0.5161290322580645,0.5918367346938775,0.0,0.28844404003639673,0
0.40540540540540543,0.0,0.0,0.0,0.08947368421052632,0.45161290322580644,0.3673469387755102,0.0,0.3885350318471338,1
0.35135135135135137,1.0,0.0,0.25,0.4710526315789474,0.41935483870967744,0.24489795918367346,0.0,0.29531897684763925,0
0.21621621621621623,1.0,1.0,0.0,0.2736842105263158,0.1935483870967742,0.04081632653061224,0.3888888888888889,0.2538671519563239,0
0.2972972972972973,1.0,1.0,0.5,0.9105263157894737,0.25806451612903225,0.32653061224489793,0.4,0.564755838641189,0
0.08108108108108109,1.0,1.0,0.0,0.43157894736842106,0.16129032258064516,0.08163265306122448,0.0,0.25902335456475584,0
0.2702702702702703,1.0,0.0,0.0,0.11052631578947368,0.3870967741935484,0.3469387755102041,0.43333333333333335,0.28844404003639673,1
0.43243243243243246,0.0,1.0,0.25,0.36578947368421055,0.0967741935483871,0.2653061224489796,0.0,0.3264583965220908,0
0.4864864864864865,0.0,0.0,0.0,0.07631578947368421,0.2903225806451613,0.08163265306122448,0.3,0.2124153270650086,1
0.40540540540540543,0.0,1.0,0.25,0.3526315789473684,0.22580645161290322,0.5918367346938775,0.0,0.5751693458699828,0
0.13513513513513514,1.0,1.0,0.25,0.034210526315789476,0.0967741935483871,0.0,0.3333333333333333,0.38509756344151247,1
0.4864864864864865,1.0,0.0,0.0,0.07631578947368421,0.5483870967741935,0.42857142857142855,0.0,0.3713476898190274,1
0.1891891891891892,1.0,0.0,0.25,0.24736842105263157,0.06451612903225806,0.4489795918367347,0.43333333333333335,0.2694368617935497,0
0.43243243243243246,0.0,0.0,0.25,0.19473684210526315,0.4838709677419355,0.7346938775510204,0.32222222222222224,0.23314123951066626,0
0.35135135135135137,1.0,0.0,0.25,0.15526315789473685,0.5161290322580645,0.4897959183673469,0.2777777777777778,0.5440299261955313,1
0.16216216216216217,0.0,1.0,0.5,0.15263157894736842,0.25806451612903225,0.10204081632653061,0.0,0.2850065716307755,1
0.32432432432432434,0.0,0.0,0.5,0.12631578947368421,0.45161290322580644,0.10204081632653061,0.4111111111111111,0.6580729956526135,1
0.3783783783783784,0.0,0.0,0.25,0.08947368421052632,0.25806451612903225,0.6122448979591837,0.0,0.564755838641189,1
0.43243243243243246,1.0,1.0,0.25,0.26052631578947366,0.1935483870967742,0.08163265306122448,0.0,0.502578101304216,1
0.16216216216216217,1.0,1.0,0.0,0.10263157894736842,0.25806451612903225,0.02040816326530612,0.0,0.4196744515215853,1
1.0,1.0,1.0,0.25,0.20789473684210527,0.5483870967741935,0.1836734693877551,0.4444444444444444,0.30047517945607116,0
0.13513513513513514,0.0,1.0,0.25,0.1736842105263158,0.22580645161290322,0.20408163265306123,0.0,0.33677080173895463,1
0.43243243243243246,1.0,0.0,0.25,0.3,0.3225806451612903,0.7346938775510204,0.0,0.31604488929329694,0
0.3783783783783784,1.0,0.0,0.75,0.05526315789473684,0.4838709677419355,0.061224489795918366,0.36666666666666664,0.6786978060863411,1
0.24324324324324326,1.0,1.0,0.75,0.35789473684210527,0.16129032258064516,0.2857142857142857,0.34444444444444444,0.24355474673946012,0
0.972972972972973,1.0,0.0,0.0,0.5631578947368421,0.22580645161290322,0.10204081632653061,0.4,0.19684561722778282,0
0.2702702702702703,1.0,1.0,0.5,0.4131578947368421,0.3870967741935484,0.4489795918367347,0.9333333333333333,0.5543423314123951,0
0.32432432432432434,1.0,1.0,0.25,0.20789473684210527,0.4838709677419355,0.04081632653061224,0.1111111111111111,0.3056313820645031,0
0.35135135135135137,1.0,0.0,0.25,0.10263157894736842,0.45161290322580644,0.0,0.0,0.5957941563037105,1
0.4594594594594595,1.0,1.0,0.0,0.16842105263157894,0.6451612903225806,0.08163265306122448,0.0,0.28146800121322413,1
0.08108108108108109,1.0,1.0,0.0,0.16842105263157894,0.16129032258064516,0.46938775510204084,0.3333333333333333,0.25902335456475584,0
0.3783783783783784,1.0,0.0,0.25,0.18157894736842106,0.5161290322580645,0.0,0.43333333333333335,0.2745930644019816,0
0.13513513513513514,1.0,1.0,0.25,0.55,0.22580645161290322,0.16326530612244897,0.0,0.13466787989080983,0
0.2702702702702703,1.0,1.0,0.0,0.55,0.3870967741935484,0.40816326530612246,0.34444444444444444,0.3056313820645031,0
0.0,0.0,1.0,0.0,0.3131578947368421,0.06451612903225806,0.02040816326530612,0.37777777777777777,0.3885350318471338,0
0.21621621621621623,0.0,1.0,0.0,0.49736842105263157,0.3225806451612903,0.02040816326530612,0.26666666666666666,0.44040036396724297,0
0.4594594594594595,0.0,0.0,0.25,0.3,0.5483870967741935,0.02040816326530612,0.0,0.1191992720655141,0
0.2972972972972973,0.0,0.0,0.25,0.8263157894736842,0.41935483870967744,0.04081632653061224,0.0,0.4611262764129006,0
0.43243243243243246,1.0,1.0,0.0,0.10263157894736842,0.45161290322580644,0.0,0.0,0.2227277322818724,1
0.02702702702702703,0.0,0.0,0.5,0.12894736842105264,0.0967741935483871,0.42857142857142855,0.0,0.15023758972803558,1
0.2972972972972973,0.0,0.0,0.25,0.5631578947368421,0.41935483870967744,0.0,0.0,0.32989586492771206,0
0.0,1.0,1.0,0.25,0.7736842105263158,0.06451612903225806,0.12244897959183673,0.36666666666666664,0.3679102214134061,0
0.13513513513513514,0.0,1.0,0.25,0.3,0.22580645161290322,0.3469387755102041,0.7444444444444445,0.32291982610453945,0
0.21621621621621623,1.0,0.0,0.25,0.21842105263157896,0.1935483870967742,0.0,0.0,0.18653321201091902,0
0.43243243243243246,1.0,1.0,0.0,0.15526315789473685,0.5806451612903226,0.6326530612244898,0.0,0.29016277423920733,1
0.3783783783783784,1.0,0.0,0.25,0.10263157894736842,0.2903225806451613,0.12244897959183673,0.16666666666666666,0.24355474673946012,1
0.08108108108108109,1.0,0.0,0.5,0.1763157894736842,0.16129032258064516,0.061224489795918366,0.0,0.21929026387625114,1
0.16216216216216217,1.0,1.0,0.0,0.3263157894736842,0.06451612903225806,0.5306122448979592,0.0,0.6062076635325043,0
0.1891891891891892,1.0,1.0,0.5,0.2736842105263158,0.2903225806451613,0.42857142857142855,0.36666666666666664,0.33677080173895463,0
0.2702702702702703,1.0,1.0,0.5,0.18157894736842106,0.41935483870967744,0.10204081632653061,0.0,0.5337175209786674,1
0.43243243243243246,1.0,1.0,0.0,0.19473684210526315,0.45161290322580644,0.22448979591836735,0.0,0.5751693458699828,1
0.43243243243243246,0.0,1.0,0.0,0.2736842105263158,0.45161290322580644,0.1836734693877551,0.26666666666666666,0.2850065716307755,0
0.2972972972972973,1.0,1.0,0.5,0.08947368421052632,0.41935483870967744,0.0,0.0,0.5128905065210798,1
0.08108108108108109,1.0,0.0,0.25,0.2868421052631579,0.16129032258064516,0.061224489795918366,0.3888888888888889,0.6166211707612982,0
0.21621621621621623,1.0,1.0,0.25,0.8526315789473684,0.3225806451612903,0.20408163265306123,0.3333333333333333,0.47143868162976443,0
0.16216216216216217,1.0,0.0,0.0,0.6421052631578947,0.22580645161290322,0.10204081632653061,0.0,0.6166211707612982,0
0.4864864864864865,1.0,0.0,0.25,0.07368421052631578,0.22580645161290322,0.02040816326530612,0.0,0.4299868567384491,1
0.32432432432432434,1.0,1.0,0.5,0.3,0.16129032258064516,0.08163265306122448,0.3,0.31604488929329694,0
0.4594594594594595,0.0,1.0,0.5,0.28421052631578947,0.45161290322580644,0.0,0.37777777777777777,0.6372459811950257,1
0.2972972972972973,1.0,1.0,0.0,0.19473684210526315,0.41935483870967744,0.2653061224489796,0.0,0.502578101304216,1
0.3783783783783784,1.0,0.0,0.5,0.15,0.4838709677419355,0.02040816326530612,0.0,0.4299868567384491,1
0.10810810810810811,1.0,1.0,0.0,0.22105263157894736,0.0967741935483871,0.4897959183673469,0.9333333333333333,0.5337175209786674,1
0.24324324324324326,0.0,1.0,0.0,0.3131578947368421,0.3548387096774194,0.5918367346938775,0.0,0.37822262663026995,0
0.43243243243243246,1.0,0.0,0.0,0.3,0.3870967741935484,0.7346938775510204,0.6555555555555556,0.6476594884238196,0
0.4864864864864865,0.0,1.0,0.25,0.10263157894736842,0.4838709677419355,0.4489795918367347,0.0,0.4299868567384491,1
0.35135135135135137,0.0,0.0,0.0,0.40789473684210525,0.4838709677419355,0.4897959183673469,0.3111111111111111,0.4299868567384491,0
0.16216216216216217,1.0,1.0,0.25,0.10263157894736842,0.25806451612903225,0.32653061224489793,0.0,0.44040036396724297,1
0.2702702702702703,1.0,1.0,0.25,0.005263157894736842,0.3870967741935484,0.12244897959183673,0.5888888888888889,0.4818521888585583,1
0.1891891891891892,1.0,1.0,1.0,0.26052631578947366,0.2903225806451613,0.16326530612244897,0.0,0.6580729956526135,1
0.21621621621621623,1.0,1.0,0.5,0.49736842105263157,0.3225806451612903,0.061224489795918366,0.36666666666666664,0.38337882923870187,0
0.40540540540540543,0.0,1.0,0.25,0.7210526315789474,0.22580645161290322,0.4897959183673469,0.0,0.2745930644019816,0
0.3783783783783784,0.0,0.0,0.25,0.6157894736842106,0.5483870967741935,0.2857142857142857,0.0,0.5578809018299464,0
0.16216216216216217,0.0,1.0,0.0,0.24736842105263157,0.12903225806451613,0.30612244897959184,0.0,0.2694368617935497,1
0.6486486486486487,0.0,1.0,0.25,0.15263157894736842,0.06451612903225806,0.1836734693877551,0.0,0.5371549893842887,1
0.24324324324324326,1.0,0.0,0.0,0.11578947368421053,0.3548387096774194,0.22448979591836735,0.0,0.1553937923364675,1
0.32432432432432434,0.0,0.0,0.25,0.26052631578947366,0.45161290322580644,0.061224489795918366,0.0,0.5854817510868466,1
0.40540540540540543,0.0,1.0,0.25,0.7473684210526316,0.2903225806451613,0.08163265306122448,0.43333333333333335,0.4299868567384491,0
0.4594594594594595,1.0,1.0,0.75,0.19473684210526315,0.6451612903225806,0.1836734693877551,0.4,0.4508138711960368,1
0.13513513513513514,1.0,1.0,0.25,0.11842105263157894,0.22580645161290322,0.0,0.0,0.30916995248205437,1
0.13513513513513514,1.0,0.0,0.0,0.26052631578947366,0.22580645161290322,0.02040816326530612,0.3,0.7409766454352441,1
0.05405405405405406,1.0,1.0,0.25,0.19473684210526315,0.25806451612903225,0.4489795918367347,0.0,0.19168941461935093,0
0.32432432432432434,0.0,1.0,0.0,0.36578947368421055,0.25806451612903225,0.061224489795918366,0.0,0.40936204630472145,0
0.24324324324324326,0.0,0.0,0.25,0.5894736842105263,0.2903225806451613,0.12244897959183673,0.36666666666666664,0.19168941461935093,0
0.2702702702702703,0.0,0.0,0.0,0.11578947368421053,0.3870967741935484,0.5510204081632653,0.0,0.2745930644019816,1
0.02702702702702703,0.0,0.0,0.0,0.3263157894736842,0.0967741935483871,0.3673469387755102,0.4222222222222222,0.11394196744515216,0
0.40540540540540543,1.0,1.0,0.5,0.04473684210526316,0.5161290322580645,0.42857142857142855,0.0,0.1553937923364675,1
0.16216216216216217,1.0,0.0,0.25,0.5894736842105263,0.25806451612903225,0.0,0.0,0.8963704377717117,0
0.2702702702702703,1.0,1.0,0.75,0.36578947368421055,0.3548387096774194,0.2653061224489796,0.0,0.16065109695682944,1
0.35135135135135137,1.0,1.0,0.5,0.10263157894736842,0.3548387096774194,0.24489795918367346,0.0,0.502578101304216,1
0.4864864864864865,0.0,1.0,0.0,0.26052631578947366,0.5806451612903226,0.10204081632653061,0.3,0.33677080173895463,0
0.3783783783783784,1.0,0.0,0.5,0.16842105263157894,0.5483870967741935,0.4489795918367347,0.8111111111111111,0.5233040137498737,1
0.2972972972972973,1.0,1.0,0.25,0.3,0.3870967741935484,0.5510204081632653,0.0,0.689111313315135,0
0.2972972972972973,1.0,1.0,0.25,0.18157894736842106,0.3225806451612903,0.0,0.3,0.15711252653927812,0
0.40540540540540543,0.0,1.0,0.0,0.3526315789473684,0.5483870967741935,0.32653061224489793,0.14444444444444443,0.5751693458699828,0
0.16216216216216217,1.0,1.0,0.5,0.4052631578947368,0.25806451612903225,0.5102040816326531,0.0,0.3316145991305227,0
0.5675675675675675,1.0,0.0,0.0,0.5710526315789474,0.3225806451612903,0.02040816326530612,0.2777777777777778,0.33677080173895463,0
0.3783783783783784,1.0,1.0,0.25,0.26052631578947366,0.06451612903225806,0.061224489795918366,0.0,0.35062177737336975,0
0.4864864864864865,1.0,0.0,0.0,0.3263157894736842,0.6129032258064516,0.5306122448979592,0.0,0.6476594884238196,0
0.3783783783783784,0.0,1.0,0.25,0.20789473684210527,0.5161290322580645,0.04081632653061224,0.37777777777777777,0.30047517945607116,0
0.40540540540540543,1.0,0.0,0.25,0.0868421052631579,0.5483870967741935,0.0,0.0,0.3713476898190274,1
0.4864864864864865,0.0,1.0,0.75,0.7605263157894737,0.16129032258064516,0.08163265306122448,0.0,0.33677080173895463,0
0.24324324324324326,1.0,0.0,0.25,0.14736842105263157,0.3548387096774194,0.04081632653061224,0.6333333333333333,0.14336265291679304,0
0.43243243243243246,1.0,0.0,0.25,0.5552631578947368,0.41935483870967744,0.12244897959183673,0.3,0.1553937923364675,0
0.02702702702702703,1.0,1.0,0.0,0.15526315789473685,0.0967741935483871,0.1836734693877551,0.35555555555555557,0.24871094934789204,0
0.2702702702702703,0.0,1.0,0.25,0.14210526315789473,0.3870967741935484,0.30612244897959184,0.0,0.5440299261955313,1
0.2702702702702703,1.0,0.0,0.25,0.5105263157894737,0.3870967741935484,0.0,0.0,0.3679102214134061,0
